,S,E,Ia,Is,R,Ihsub,Ihcrit,D,Htot,Dperday,NCperday,Hcumulative
2020-06-12,10170819.232815497,27755.17556432309,28063.910069934005,11512.40000395206,422638.82736282295,1502.6719733217035,957.1960382807596,2858.5861718705073,2459.868011602464,48.04054589715991,7213.4747038576625,17177.653734602292
2020-06-13,10163605.758111637,27998.745845033252,28310.604535377584,11611.214387843753,429196.0384836761,1514.5972692317762,964.414649432671,2906.6267177676673,2479.011918664448,48.40332245952798,7277.172548090015,17443.743626524167
2020-06-14,10156328.58556355,28245.77203875446,28558.53786249442,11710.649230420548,435810.94544383854,1526.72029256267,971.7595281547916,2955.030040227194,2498.4798207174617,48.7708100540534,7341.654189237114,17712.080836179586
2020-06-15,10148986.931374308,28497.323367485766,28806.794334547587,11810.321615844363,442484.5357956479,1539.053027278122,979.2396346050978,3003.800850281248,2518.29266188322,49.145940528423566,7405.383603030045,17982.71040081661
2020-06-16,10141581.547771277,28750.880494233174,29056.86822188342,11910.817688213037,449216.53433162224,1551.5664127062162,986.838289252172,3052.946790809672,2538.4047019583872,49.52836989723536,7468.502956619205,18255.62563871537
2020-06-17,10134113.04481466,29004.30039406937,29310.01253942839,12012.631000403098,456006.7607768799,1564.2347610825987,994.5405527689253,3102.475160706906,2558.775313851523,49.917358078793924,7531.340257134571,18530.823018248684
2020-06-18,10126581.704557523,29256.26347932683,29566.935287952783,12116.038925918145,462855.28758864704,1577.0410404774575,1002.3366013658356,3152.392518785701,2579.377641843293,50.31216499140591,7594.223511706632,18808.308815857814
2020-06-19,10118987.481045818,29506.27359959781,29827.799454070748,12221.102658888829,469762.4399562596,1589.9768747955206,1010.2217267909441,3202.704683777105,2600.1986015864645,50.71205055337457,7657.480727465043,19088.09911605252
2020-06-20,10111330.000318354,29754.65804173437,30092.22301024032,12327.667214072842,476728.7958011615,1603.0425437760543,1018.1963363298556,3253.416734330481,2621.238880105911,51.1162746830075,7721.439911539928,19370.21981141092
2020-06-21,10103608.560406813,30002.56752984837,30359.278914763345,12435.361426854954,483755.18577690655,1616.2469829928662,1026.2659528057418,3304.533009013488,2642.512935798608,51.52409729860982,7786.429071061451,19654.70660257968
2020-06-22,10095822.131335752,30251.976225311402,30627.49511178561,12543.59795324698,490842.69326915685,1629.6077838542997,1034.441214579337,3356.057106312099,2664.0489984336373,51.9347783184867,7852.776213159452,19941.604998273866
2020-06-23,10087969.355122594,30505.681726754923,30894.854531296718,12651.573269887802,497992.65439568396,1643.151193603239,1042.737875548942,3407.9918846305845,2685.889069152181,52.347071792470295,7921.012933788443,20230.970315276998
2020-06-24,10080048.34218881,30767.814618872948,31158.435138488854,12758.117800510538,505206.85134001024,1656.9188053037628,1051.1811515850936,3460.3389564230547,2708.0999568888565,52.761265030469616,7990.474991823629,20522.876135533203
2020-06-25,10072057.86719698,31041.156832732948,31416.10627498364,12862.3448791596,512486.6893571604,1670.9430302295432,1059.7922072986094,3513.1002214535247,2730.735237528153,53.18713580563879,8056.2976626978725,20817.384840888433
2020-06-26,10064001.56953428,31316.829668463277,31673.68580663476,12966.593841856902,519829.4089032173,1685.118623896317,1068.5062643883198,3566.2873572591634,2753.624888284638,53.62362115940872,8118.990504184863,21114.386144397424
2020-06-27,10055882.579030098,31587.19691142509,31936.174166254736,13072.88112394018,527232.6382584388,1699.3533163562988,1077.2662150672732,3619.9109784185716,2776.619531423572,54.06794377842914,8179.850328102223,21413.78474279686
2020-06-28,10047702.728701998,31847.78264065431,32206.433048717565,13182.359791189312,534695.0883038847,1713.5911894657156,1086.0374018946336,3673.978922197002,2799.628591360349,54.51732634934701,8240.173946267261,21715.52960547243
2020-06-29,10039462.554755727,32097.271228861715,32485.185410958573,13295.319539826365,542216.5525214172,1727.8126768848115,1094.8076177756777,3728.496248546349,2822.620294660488,54.968991558809265,8301.258170497245,22019.613974458916
2020-06-30,10031161.29658523,32337.50734243284,32771.015471974526,13411.186696515548,549797.9069937003,1742.0345640778414,1103.5871059617957,3783.4652401051576,2845.6216700396367,55.42016209346372,8364.399812609472,22326.0753644401
2020-07-01,10022796.896772623,32573.49594142803,33060.36871282357,13528.524218363224,557441.1104042003,1756.3099883130785,1112.4085600504927,3838.8854021986213,2868.7185483635712,55.86806063996429,8430.89568442198,22634.995562748838
2020-07-02,10014366.001088198,32813.402279582435,33347.55187662524,13645.031692917959,565149.204037187,1770.7284386628098,1121.3271239853884,3894.753462838585,2892.0555626481987,56.30990988495015,8502.042597751406,22946.500629367027
2020-07-03,10005863.95849045,33068.551904306005,33624.7329685605,13757.545338170445,572926.3117777307,1785.4157560033352,1130.4203920562147,3951.063372723536,2915.8361480595504,56.74556825077475,8577.562032402388,23260.760896925593
2020-07-04,9997286.396458048,33349.753195142424,33884.36595346299,13863.001488864187,580776.4140085003,1800.4950327466502,1139.7649222622715,4007.808940974311,2940.2599550089217,57.194526729441634,8647.4534245772,23577.942471450944
