FIP,County,_0to9,_10to19,_20to29,_30to39,_40to49,_50to59,_60to69,_70to79,_80up,POPSIZE
13159,"Jasper County, Georgia",0.1228193091851748,0.13255797659917326,0.10726546626497582,0.11385132768163665,0.11966650318783716,0.14467876410004904,0.13003573180130315,0.07664821691305261,0.05247670426679745,14273.0
13161,"Jeff Davis County, Georgia",0.14029320886200775,0.14759055946354613,0.1179409637762146,0.11840115705739268,0.12490960489119715,0.1254355400696864,0.10814542107685228,0.07573466570245217,0.04154887910065085,15211.0
13163,"Jefferson County, Georgia",0.12517491413306195,0.12854598651571048,0.12282152397913752,0.11398040961709704,0.11054573209515328,0.13465207988805494,0.12530212441165245,0.081796209133698,0.05718102022643429,15722.0
13165,"Jenkins County, Georgia",0.10647205250056574,0.11744738628649015,0.15252319529305272,0.12740439013351434,0.12434940031681375,0.1286490156143924,0.11360036207286715,0.07535641547861507,0.054197782303688616,8838.0
13167,"Johnson County, Georgia",0.09465434083601286,0.10771704180064308,0.12168408360128614,0.13052652733118972,0.13655546623794212,0.13715836012861735,0.1197749196141479,0.08269694533762058,0.06923231511254019,9952.0
13169,"Jones County, Georgia",0.11095061218874673,0.14049387811253267,0.1123607098638052,0.11507772733525932,0.1284564589352043,0.1392557435685789,0.1239510249002614,0.07758976475443664,0.05186408034117485,29076.0
13171,"Lamar County, Georgia",0.11196192052980132,0.1482305463576159,0.14466059602649006,0.10994412251655628,0.11118584437086093,0.126966059602649,0.11946399006622516,0.07408940397350994,0.05349751655629139,19328.0
13173,"Lanier County, Georgia",0.13377926421404682,0.12527472527472527,0.13291925465838508,0.1433349259436216,0.11877687529861446,0.1369326325848065,0.10434782608695653,0.06364070711896799,0.040993788819875775,10465.0
13175,"Laurens County, Georgia",0.13179224216359275,0.1316268298734596,0.12079232486973783,0.11537507236787692,0.11719460755934165,0.1283392606070631,0.1145686874534778,0.07637912496898519,0.06393185013646514,48364.0
13177,"Lee County, Georgia",0.1328010645375915,0.14956753160345976,0.11526946107784433,0.14224883566200933,0.14364604125083166,0.12322022621423817,0.10622089155023287,0.05568862275449102,0.0313373253493014,30060.0
13179,"Liberty County, Georgia",0.1815772891050395,0.12360440128613208,0.22636570745342616,0.1410382769708035,0.09130568257097156,0.0943917532436057,0.07644083954048246,0.043673555121099994,0.02160249470843903,61891.0
13181,"Lincoln County, Georgia",0.10109862979879028,0.10591285026539933,0.1073941488705098,0.09850635723984694,0.10344401925688186,0.14652512035551166,0.158869275398099,0.1078879150722133,0.0703616837427478,8101.0
13183,"Long County, Georgia",0.14855506378547256,0.1427232491538662,0.13855766727414734,0.16131215829211146,0.1334548294714918,0.11674043217912003,0.09070554543087736,0.03795886487893778,0.029992189533975526,19205.0
13185,"Lowndes County, Georgia",0.13499932092896916,0.14489678120331387,0.2066328262936303,0.1256875594187152,0.10282833084340623,0.10329519217710173,0.08763411652858889,0.05379940241749287,0.04022647018878175,117808.0
13187,"Lumpkin County, Georgia",0.09208048073186044,0.14430924691321115,0.1829651110646058,0.0998535083261084,0.10463690992256867,0.12227570330951598,0.12409937516816645,0.08266315883882926,0.04711650572513378,33449.0
13189,"McDuffie County, Georgia",0.13546527587153445,0.13789001738493914,0.11716533992131027,0.11034861377985176,0.11194985817549638,0.13267453563912526,0.12242657150699973,0.0812974654588709,0.050782322261872084,21858.0
13191,"McIntosh County, Georgia",0.07975793839668185,0.09532875501461888,0.10274019174542737,0.0912490650710546,0.11035561297341402,0.14816073978377645,0.169307132657918,0.12361460528999794,0.0794859590671109,14707.0
13193,"Macon County, Georgia",0.10087752193804846,0.10800270006750168,0.14797869946748668,0.13260331508287707,0.11580289507237683,0.1394284857121428,0.13110327758193954,0.07875196879921999,0.04545113627840696,13333.0
13195,"Madison County, Georgia",0.12146488983416967,0.1263500714499352,0.12000265860223988,0.11644677810641055,0.12595128111395434,0.13977601276129076,0.12362500415406599,0.07879432388421788,0.047588980093715726,30091.0
13197,"Marion County, Georgia",0.10424528301886793,0.1258254716981132,0.10518867924528302,0.09988207547169813,0.1168632075471698,0.15825471698113208,0.13950471698113207,0.09658018867924527,0.053655660377358486,8480.0
13199,"Meriwether County, Georgia",0.11397280616269895,0.11842776927003572,0.11601466425356165,0.1103067427722864,0.10761520256160377,0.1401921202840039,0.13564434544526427,0.09025940878927097,0.0675669404612743,21549.0
13201,"Miller County, Georgia",0.11738686628104796,0.12146988771691053,0.10649880911874787,0.1027560394692072,0.1092208234093229,0.13082681184076214,0.12368152432800272,0.09135760462742427,0.09680163320857436,5878.0
13205,"Mitchell County, Georgia",0.12082171160402,0.1265329614379953,0.13131447292690485,0.12436357196617524,0.12821534511001906,0.12901226369150395,0.11258688626200912,0.07362642227830167,0.05352636472307079,22587.0
13207,"Monroe County, Georgia",0.10453494575849193,0.11894006757958385,0.11837097634714565,0.11250222301262673,0.1250577983282945,0.14085008002845456,0.1353014405121821,0.08187800106704607,0.06256446736617463,28115.0
13209,"Montgomery County, Georgia",0.10853212980872556,0.13088330109606705,0.1503331184182248,0.11347517730496455,0.122501611863314,0.1319578766387277,0.1182033096926714,0.07790672684289705,0.04620674833440791,9306.0
13211,"Morgan County, Georgia",0.11468247776564207,0.13158579081499974,0.10256410256410256,0.10677692827794248,0.12113174182139698,0.1396473708846934,0.12924533208508868,0.09065376813855516,0.06371248764757892,19227.0
13213,"Murray County, Georgia",0.12754950495049505,0.1407178217821782,0.12717821782178218,0.11794554455445545,0.1305940594059406,0.1402970297029703,0.10497524752475247,0.07076732673267326,0.03997524752475248,40400.0
